@relation pose

@attribute name {question,vsign,arm,standing,beer,sushi}
@attribute bend1 real
@attribute bend2 real
@attribute bend3 real
@attribute bend4 real
@attribute bend5 real

@data
arm,12693,8765,13099,12366,13413
arm,12962,8518,12928,13203,12794
arm,12627,8386,12827,12398,12928
arm,13308,8607,12861,12366,12660
arm,12928,8321,12861,13134,12895
arm,12827,8474,13628,12366,13203
arm,12693,8674,12861,12529,12627
arm,13273,8540,12962,12270,12627
arm,12997,8719,13273,12895,12693
arm,13238,8496,13484,12398,12827
arm,13413,8430,13134,13203,12594
arm,13238,8697,13628,13203,13273
arm,13378,8518,12861,13238,12660
arm,13203,8452,13203,12463,12561
arm,12861,8386,13238,12997,12760
arm,13065,8674,13378,12693,12861
arm,12794,8518,12895,12760,13031
arm,12997,8430,12760,12270,12561
arm,13065,8607,13168,12660,12895
arm,12827,8585,12895,12928,12693
arm,12895,8585,13484,13099,12997
arm,12693,8697,13168,12529,13134
arm,13065,8408,13343,12463,13031
arm,13099,8674,13168,12627,13343
arm,13065,8585,13308,13099,13413
arm,13168,8540,12827,13168,12928
arm,13134,8742,12997,12861,12693
arm,12827,8540,13343,13203,12693
arm,12794,8652,12997,12238,12496
arm,13449,8518,12727,12334,12594
arm,12760,8474,13628,12238,12997
arm,13343,8386,13628,12366,13273
arm,12997,8562,12962,12496,12529
arm,12794,8697,12928,13065,12627
arm,13273,8496,12997,13238,12496
arm,12727,8719,12861,12861,13308
arm,13273,8496,12997,13203,12727
arm,12727,8452,13238,12997,13378
arm,13031,8585,13031,12962,12594
arm,13031,8629,12895,12496,12997
arm,13343,8430,13273,12366,13273
arm,12660,8742,12794,12962,12693
arm,13099,8562,12928,12727,12794
arm,12997,8540,13134,12660,13065
arm,13273,8408,13273,12827,12529
arm,13134,8452,12794,12270,12827
arm,12861,8562,13484,12302,13065
arm,13134,8652,12827,12334,12760
arm,12962,8540,13449,13273,13168
arm,13238,8364,13449,13134,12962
arm,12760,8674,12962,12627,13273
arm,13484,8652,12928,12206,12794
arm,13099,8496,13378,12561,12693
arm,13031,8386,13238,13203,13168
